


22/04/2022,25351.491151/2022-20,2498373/22-0,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
10/05/2022,25351.689542/2018-04,2703666/22-9,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
30/05/2022,25351.000704/2022-47,4230235/22-8,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
03/06/2022,25351.024120/2022-67,4254644/22-3,12108,MEDICAMENTO INOVADOR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
13/06/2022,25351.113196/2022-66,4290078/22-6,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
17/06/2022,25351.117802/2022-12,4308147/22-9,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
20/06/2022,25351.145586/2007-66,4310614/22-5,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
24/06/2022,25351.020908/2013-80,4341422/22-2,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
30/06/2022,25351.133697/2022-69,4364621/22-2,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
30/06/2022,25351.133715/2022-11,4361282/22-2,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
06/07/2022,25351.158042/2022-01,4388221/22-8,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
07/07/2022,25351.153217/2022-86,4396340/22-4,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
08/07/2022,25351.163210/2022-72,4397614/22-0,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
08/07/2022,25351.147541/2022-65,4400344/22-7,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
08/07/2022,25351.158284/2022-97,4400528/22-8,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
12/07/2022,25351.180598/2022-76,4416185/22-9,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
13/07/2022,25351.167302/2022-21,4421869/22-9,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
15/07/2022,25351.173288/2022-03,4433562/22-8,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
19/07/2022,25351.191571/2022-17,4443816/22-8,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
27/07/2022,25351.205543/2022-86,4451725/22-4,12109,MEDICAMENTO NOVO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
28/07/2022,25351.205535/2022-30,4464180/22-0,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
28/07/2022,25351.224587/2022-13,4469797/22-0,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
28/07/2022,25351.205367/2022-82,4469517/22-9,12108,MEDICAMENTO INOVADOR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
28/07/2022,25351.199790/2022-36,4468575/22-1,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
29/07/2022,25351.224835/2022-18,4476021/22-3,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
02/08/2022,25351.287089/2009-13,4493046/22-1,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
02/08/2022,25351.236520/2022-13,4491954/22-9,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
04/08/2022,25351.225914/2022-46,4509267/22-2,12108,MEDICAMENTO INOVADOR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
04/08/2022,25351.246651/2022-17,4508357/22-6,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
05/08/2022,25351.217045/2022-86,4511863/22-9,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
05/08/2022,25351.236679/2022-38,4515204/22-7,12109,MEDICAMENTO NOVO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
09/08/2022,25351.250982/2022-43,4529661/22-8,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
10/08/2022,25351.266222/2022-58,4531352/22-1,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
12/08/2022,25351.292508/2022-99,4547653/22-5,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
12/08/2022,25351.270401/2022-90,4547617/22-9,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
16/08/2022,25351.292491/2022-70,4561031/22-2,12109,MEDICAMENTO NOVO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
19/08/2022,25351.284155/2022-53,4578451/22-5,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
23/08/2022,25351.310702/2022-63,4587064/22-1,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
24/08/2022,25351.322461/2022-03,4601870/22-1,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
24/08/2022,25351.304473/2022-48,4599890/22-6,12109,MEDICAMENTO NOVO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
26/08/2022,25351.313444/2022-77,4611632/22-0,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
29/08/2022,25351.317335/2022-29,4622024/22-1,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
31/08/2022,25351.340683/2022-08,4632001/22-6,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
07/09/2022,25351.347488/2022-09,4659896/22-1,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
07/09/2022,25351.347485/2022-67,4659939/22-8,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
08/09/2022,25351.335635/2022-90,4665215/22-9,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
08/09/2022,25351.344680/2022-35,4666290/22-1,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
09/09/2022,25351.350685/2022-05,4672464/22-8,12108,MEDICAMENTO INOVADOR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
09/09/2022,25351.345466/2022-04,4668522/22-7,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
12/09/2022,25351.350275/2022-56,4677397/22-5,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
12/09/2022,25351.350320/2022-72,4680284/22-3,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
13/09/2022,25351.370849/2022-11,4686461/22-0,12108,MEDICAMENTO INOVADOR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
15/09/2022,25351.743973/2019-04,4698117/22-9,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
22/09/2022,25351.375227/2022-71,4728225/22-8,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
27/09/2022,25351.383577/2022-19,4749533/22-2,12109,MEDICAMENTO NOVO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
28/09/2022,25351.381783/2022-86,4755276/22-0,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
29/09/2022,25351.408461/2022-91,4761704/22-7,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
29/09/2022,25351.406789/2022-73,4757740/22-1,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
30/09/2022,25351.402158/2022-85,4765859/22-2,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
30/09/2022,25351.408453/2022-45,4766810/22-5,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
30/09/2022,25351.390005/2022-88,4767728/22-7,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
04/10/2022,25351.420059/2022-85,4779248/22-5,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
05/10/2022,25351.403331/2022-62,4784973/22-8,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
05/10/2022,25351.404714/2022-58,4785565/22-7,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
10/10/2022,25351.418451/2022-64,4803686/22-2,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
10/10/2022,25351.420004/2022-75,4802285/22-3,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
10/10/2022,25351.418454/2022-06,4802482/22-1,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
10/10/2022,25351.416562/2022-36,4802798/22-7,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
11/10/2022,25351.418466/2022-22,4810343/22-8,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
11/10/2022,25351.418461/2022-08,4810393/22-4,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
17/10/2022,25351.438538/2022-58,4828534/22-0,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
17/10/2022,25351.431705/2022-30,4829807/22-7,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
17/10/2022,25351.430071/2022-06,4830717/22-3,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
19/10/2022,25351.448971/2022-00,4838861/22-1,12108,MEDICAMENTO INOVADOR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
25/10/2022,25351.385619/2022-48,4863908/22-7,12108,MEDICAMENTO INOVADOR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
25/10/2022,25351.445738/2022-67,4863285/22-6,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
27/10/2022,25351.452451/2022-93,4872846/22-2,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
01/11/2022,25351.468377/2022-27,4893926/22-9,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
03/11/2022,25351.483103/2022-68,4901840/22-0,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
04/11/2022,25351.488462/2022-10,4904775/22-2,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
07/11/2022,25351.493059/2022-02,4907750/22-3,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
08/11/2022,25351.493054/2022-71,4914466/22-9,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
09/11/2022,25351.549183/2022-21,4923144/22-8,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
10/11/2022,25351.549187/2022-18,4929916/22-6,12107,GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
10/11/2022,25351.488484/2022-71,4928264/22-6,12110,SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro
