


03/10/2014,25000.021532/9961,0899621/14-1,10415,SIMILAR - Aditamento de estudo de biodisponibilidade relativa ou Bioisenção
15/03/2022,25351.129501/2022-31,1112026/22-6,557,MEDICAMENTO NOVO - Estudo de biodisponibilidade relativa
03/11/2022,25351.476758/2022-80,4905884/22-3,557,MEDICAMENTO NOVO - Estudo de biodisponibilidade relativa
30/11/2022,25351.600505/2022-33,4996811/22-4,11630,GENÉRICO - Estudo de biodisponibilidade relativa
09/12/2022,25351.613373/2022-18,5042104/22-2,11630,GENÉRICO - Estudo de biodisponibilidade relativa
16/12/2022,25351.631708/2022-71,5063517/22-4,10846,PRODUTO BIOLÓGICO - Estudo de farmacocinética
16/12/2022,25351.638396/2022-27,5064254/22-5,11630,GENÉRICO - Estudo de biodisponibilidade relativa
22/12/2022,25351.648010/2022-95,5086859/22-4,10846,PRODUTO BIOLÓGICO - Estudo de farmacocinética
05/01/2023,25351.670696/2022-09,0013967/23-0,10846,PRODUTO BIOLÓGICO - Estudo de farmacocinética
02/02/2023,25351.013049/2003-24,0111248/23-1,11632,SIMILAR - Estudo de biodisponibilidade relativa
03/02/2023,25351.061137/2023-86,0115226/23-2,11632,SIMILAR - Estudo de biodisponibilidade relativa
06/02/2023,25351.057264/2023-81,0121160/23-9,557,MEDICAMENTO NOVO - Estudo de biodisponibilidade relativa
11/02/2023,25351.493069/2022-30,0143498/23-5,11630,GENÉRICO - Estudo de biodisponibilidade relativa
10/02/2023,25351.062350/2023-13,0145229/23-1,557,MEDICAMENTO NOVO - Estudo de biodisponibilidade relativa
22/02/2023,25351.098043/2023-62,0176011/23-4,10846,PRODUTO BIOLÓGICO - Estudo de farmacocinética
09/03/2023,25351.120016/2023-83,0241270/23-5,10846,PRODUTO BIOLÓGICO - Estudo de farmacocinética
10/03/2023,25351.135499/2023-11,0244522/23-1,557,MEDICAMENTO NOVO - Estudo de biodisponibilidade relativa
20/03/2023,25351.730802/2011-43,0276540/23-3,11630,GENÉRICO - Estudo de biodisponibilidade relativa
23/03/2023,25351.169687/2023-42,0292415/23-3,11630,GENÉRICO - Estudo de biodisponibilidade relativa
23/03/2023,25351.156648/2023-85,0293999/23-1,11630,GENÉRICO - Estudo de biodisponibilidade relativa
05/04/2023,25000.010791/9612,0343259/23-9,11632,SIMILAR - Estudo de biodisponibilidade relativa
18/04/2023,25351.231422/2023-71,0389067/23-8,10846,PRODUTO BIOLÓGICO - Estudo de farmacocinética
20/04/2023,25992.004449/35,0396617/23-8,11632,SIMILAR - Estudo de biodisponibilidade relativa
24/04/2023,25351.242680/2023-82,0403315/23-9,11630,GENÉRICO - Estudo de biodisponibilidade relativa
03/05/2023,25351.061441/2013-88,0442843/23-9,11630,GENÉRICO - Estudo de biodisponibilidade relativa
03/05/2023,25351.061441/2013-88,0442901/23-0,11630,GENÉRICO - Estudo de biodisponibilidade relativa
03/05/2023,25351.253140/2023-24,0443084/23-1,10846,PRODUTO BIOLÓGICO - Estudo de farmacocinética
05/05/2023,25351.543235/2011-55,0451833/23-1,11632,SIMILAR - Estudo de biodisponibilidade relativa
08/05/2023,25351.273295/2023-87,0459608/23-1,11630,GENÉRICO - Estudo de biodisponibilidade relativa
08/05/2023,25351.268745/2023-10,0461666/23-9,11630,GENÉRICO - Estudo de biodisponibilidade relativa
10/05/2023,25351.284883/2023-46,0471751/23-1,11630,GENÉRICO - Estudo de biodisponibilidade relativa
11/05/2023,25351.270189/2023-41,0476504/23-4,11632,SIMILAR - Estudo de biodisponibilidade relativa
15/05/2023,25351.464390/2005-14,0490782/23-5,11630,GENÉRICO - Estudo de biodisponibilidade relativa
22/05/2023,25351.313396/2023-06,0516221/23-1,557,MEDICAMENTO NOVO - Estudo de biodisponibilidade relativa
26/05/2023,25351.201839/2017-95,0538309/23-9,11630,GENÉRICO - Estudo de biodisponibilidade relativa
05/06/2023,25351.348328/2023-50,0573442/23-8,557,MEDICAMENTO NOVO - Estudo de biodisponibilidade relativa
